id,target
250,0.5508911
251,0.5157071
252,0.5672045
253,0.55575395
254,0.51328295
255,0.4695235
256,0.5081564
257,0.48832232
258,0.5382094
259,0.4986268
260,0.5551409
261,0.48791635
262,0.51306385
263,0.5932615
264,0.47342062
265,0.5727079
266,0.52220625
267,0.56191945
268,0.5017669
269,0.47422817
270,0.54172754
271,0.5795925
272,0.5409388
273,0.51286113
274,0.4782357
275,0.53821033
276,0.45785376
277,0.59865785
278,0.579472
279,0.5366174
280,0.48826957
281,0.50626004
282,0.4904686
283,0.45741206
284,0.5549854
285,0.47893173
286,0.5057659
287,0.48001045
288,0.5481149
289,0.59879833
290,0.54548824
291,0.48892424
292,0.53922755
293,0.51638085
294,0.52319956
295,0.5423045
296,0.5453255
297,0.54611975
298,0.54561526
299,0.50466555
300,0.5440373
301,0.52134895
302,0.56191164
303,0.56889
304,0.512883
305,0.5030617
306,0.6200707
307,0.5618751
308,0.6010054
309,0.46069154
310,0.600512
311,0.5911061
312,0.5731114
313,0.55378747
314,0.46938846
315,0.49829814
316,0.5764267
317,0.5457264
318,0.4525373
319,0.5514426
320,0.517594
321,0.5104007
322,0.49784455
323,0.5648654
324,0.5751383
325,0.53681564
326,0.47064272
327,0.53851724
328,0.54431474
329,0.53988427
330,0.45549592
331,0.52446055
332,0.49031395
333,0.43223572
334,0.5853453
335,0.5373516
336,0.4935136
337,0.54661506
338,0.52137774
339,0.4615839
340,0.5322617
341,0.4562901
342,0.52046317
343,0.5630437
344,0.5873547
345,0.5401578
346,0.5391626
347,0.5063163
348,0.549804
349,0.53654885
350,0.56742615
351,0.5372416
352,0.50490856
353,0.5082664
354,0.55904645
355,0.5406296
356,0.45901072
357,0.47954634
358,0.52060497
359,0.55826885
360,0.5993991
361,0.5622254
362,0.4913779
363,0.5710667
364,0.55504566
365,0.44863483
366,0.5114814
367,0.5386949
368,0.4752916
369,0.58570004
370,0.5011544
371,0.5759295
372,0.4695449
373,0.5450715
374,0.54002416
375,0.56765985
376,0.49912712
377,0.5355534
378,0.5500385
379,0.4733254
380,0.5238362
381,0.6239752
382,0.5948703
383,0.5918299
384,0.49612498
385,0.55863893
386,0.62318707
387,0.5456736
388,0.4521126
389,0.4671613
390,0.5854366
391,0.49815893
392,0.5359823
393,0.5279411
394,0.5469609
395,0.56235355
396,0.47859585
397,0.5026706
398,0.55749714
399,0.52529716
400,0.50642985
401,0.5314278
402,0.47308144
403,0.49535084
404,0.5028818
405,0.5894401
406,0.51827157
407,0.4598112
408,0.45968765
409,0.55788726
410,0.583968
411,0.5667466
412,0.52505726
413,0.58975774
414,0.5757909
415,0.55361384
416,0.55015993
417,0.55411154
418,0.48617548
419,0.56890446
420,0.58147955
421,0.5252068
422,0.5039819
423,0.6204956
424,0.53783715
425,0.4665463
426,0.5337803
427,0.5498679
428,0.5712433
429,0.47458258
430,0.49586228
431,0.5114737
432,0.5213915
433,0.5279835
434,0.55780125
435,0.47100753
436,0.48144415
437,0.5072698
438,0.5655167
439,0.53555256
440,0.48180935
441,0.44992515
442,0.51376617
443,0.4737916
444,0.5387485
445,0.4599978
446,0.5633268
447,0.48771635
448,0.50312483
449,0.52620363
450,0.46523935
451,0.5441322
452,0.5122302
453,0.46787012
454,0.54942393
455,0.55251205
456,0.5444946
457,0.48386428
458,0.5382985
459,0.57677734
460,0.5755207
461,0.59744865
462,0.51475096
463,0.45238394
464,0.5339395
465,0.5829203
466,0.5619316
467,0.52194065
468,0.58496284
469,0.5127993
470,0.49048626
471,0.50095266
472,0.5622195
473,0.49422887
474,0.61158234
475,0.536811
476,0.5785061
477,0.57454705
478,0.6285073
479,0.5429293
480,0.5236085
481,0.50842106
482,0.5974612
483,0.49068347
484,0.52503544
485,0.5303494
486,0.53422207
487,0.51664966
488,0.52428925
489,0.5644931
490,0.5011353
491,0.49742764
492,0.4838617
493,0.5854592
494,0.52919245
495,0.46943057
496,0.5108081
497,0.49447313
498,0.500287
499,0.5267285
500,0.6176422
501,0.57391936
502,0.5431036
503,0.5606736
504,0.51855665
505,0.5837624
506,0.512173
507,0.4773003
508,0.5233505
509,0.56633455
510,0.5826232
511,0.5558537
512,0.5152064
513,0.56700784
514,0.5220513
515,0.5069824
516,0.52734065
517,0.48084223
518,0.5525472
519,0.52349454
520,0.4657331
521,0.5334912
522,0.5620224
523,0.49491796
524,0.51170075
525,0.56459564
526,0.56376517
527,0.51774675
528,0.5149956
529,0.5678948
530,0.53577226
531,0.618864
532,0.5244582
533,0.55229956
534,0.5133665
535,0.55405617
536,0.54776174
537,0.4975999
538,0.44055918
539,0.60631037
540,0.5244312
541,0.51844305
542,0.56099594
543,0.585687
544,0.5067112
545,0.52159613
546,0.53833985
547,0.5362056
548,0.538528
549,0.5557693
550,0.5665887
551,0.57456064
552,0.53728426
553,0.55617636
554,0.46927312
555,0.46943298
556,0.62672937
557,0.54481214
558,0.52257127
559,0.4814521
560,0.50517493
561,0.55798936
562,0.520516
563,0.5768792
564,0.4920304
565,0.5820287
566,0.49109265
567,0.5480778
568,0.5292563
569,0.4583481
570,0.5599765
571,0.5570798
572,0.50964487
573,0.5948946
574,0.46233296
575,0.56013703
576,0.5136324
577,0.53788316
578,0.52245516
579,0.5566068
580,0.55861163
581,0.56231755
582,0.571913
583,0.48227873
584,0.57883054
585,0.46839586
586,0.5357745
587,0.5357945
588,0.5469325
589,0.49151686
590,0.62170976
591,0.54979134
592,0.55600274
593,0.5376424
594,0.4942912
595,0.49497065
596,0.47351763
597,0.58627814
598,0.5405414
599,0.5517804
600,0.46600395
601,0.4834836
602,0.5388436
603,0.53583574
604,0.57358927
605,0.5568787
606,0.5036117
607,0.52630043
608,0.5523138
609,0.54341286
610,0.5804031
611,0.49407548
612,0.4860148
613,0.47946706
614,0.48123658
615,0.51323915
616,0.55558234
617,0.5173674
618,0.497334
619,0.5702318
620,0.4579311
621,0.4519199
622,0.48679382
623,0.55922747
624,0.49020216
625,0.5759676
626,0.48744065
627,0.56289893
628,0.501565
629,0.556639
630,0.5021784
631,0.5389757
632,0.5603969
633,0.52027833
634,0.48387522
635,0.5719272
636,0.4695769
637,0.5493643
638,0.5340688
639,0.5579254
640,0.50582844
641,0.5247121
642,0.54679555
643,0.5311358
644,0.5338132
645,0.5291955
646,0.49886253
647,0.51051104
648,0.5041243
649,0.44777787
650,0.5048754
651,0.5360284
652,0.46148965
653,0.52358323
654,0.50549954
655,0.5069276
656,0.5544469
657,0.5575993
658,0.49359235
659,0.45326078
660,0.502869
661,0.54390085
662,0.46454033
663,0.47693968
