id,target
250,0.5902531
251,0.6085191
252,0.6646212
253,0.6737591
254,0.6150025
255,0.57651335
256,0.38303348
257,0.26612934
258,0.7065376
259,0.3709269
260,0.6092935
261,0.4954426
262,0.45793974
263,0.69634604
264,0.3429084
265,0.6622137
266,0.5024335
267,0.73317295
268,0.51931477
269,0.33193004
270,0.60066044
271,0.6898695
272,0.51826066
273,0.51754665
274,0.2732839
275,0.64906126
276,0.105592825
277,0.70887804
278,0.70764905
279,0.69281554
280,0.51030225
281,0.51442116
282,0.63907003
283,0.29599082
284,0.6404673
285,0.6216796
286,0.4353597
287,0.6185428
288,0.63097364
289,0.74825126
290,0.5710109
291,0.4425602
292,0.66517437
293,0.65213907
294,0.37884855
295,0.72664905
296,0.5376517
297,0.66477036
298,0.6771808
299,0.30887866
300,0.5070423
301,0.6178633
302,0.7057711
303,0.678209
304,0.6287794
305,0.64190996
306,0.7353129
307,0.6832344
308,0.7273851
309,0.26692915
310,0.7236516
311,0.6460246
312,0.73251796
313,0.67666006
314,0.23219827
315,0.3850395
316,0.68783236
317,0.6921009
318,0.24278797
319,0.72913885
320,0.5376748
321,0.6043964
322,0.51383847
323,0.7080113
324,0.6600229
325,0.5925075
326,0.4423216
327,0.5545056
328,0.3922433
329,0.5805009
330,0.24217413
331,0.58846813
332,0.31358397
333,0.3255889
334,0.66139823
335,0.6425734
336,0.546611
337,0.5986409
338,0.73549634
339,0.4210992
340,0.69378024
341,0.2227392
342,0.67231673
343,0.6791621
344,0.7205675
345,0.50600487
346,0.5797388
347,0.5754012
348,0.67743003
349,0.65539247
350,0.6879147
351,0.59406656
352,0.56345516
353,0.52822566
354,0.5953452
355,0.64105487
356,0.21979325
357,0.4618934
358,0.6109157
359,0.6755263
360,0.70391226
361,0.6783425
362,0.46371207
363,0.67979985
364,0.48831573
365,0.1536191
366,0.6192982
367,0.6492341
368,0.29542506
369,0.67548025
370,0.5223467
371,0.5631803
372,0.2117568
373,0.5738527
374,0.68845594
375,0.7068839
376,0.3982789
377,0.419159
378,0.67167264
379,0.34807768
380,0.5216747
381,0.69091207
382,0.6764068
383,0.7595831
384,0.46575904
385,0.6525489
386,0.7174836
387,0.6095116
388,0.13061084
389,0.19400774
390,0.7223754
391,0.44908762
392,0.6959986
393,0.65503687
394,0.6667947
395,0.6395855
396,0.49772492
397,0.52928376
398,0.69905955
399,0.61182976
400,0.5220026
401,0.5579711
402,0.26233274
403,0.55157465
404,0.39732924
405,0.7026043
406,0.62383264
407,0.18469454
408,0.50392103
409,0.58867335
410,0.67734414
411,0.6776629
412,0.5026146
413,0.64695793
414,0.7073723
415,0.6052575
416,0.6265522
417,0.6144095
418,0.40371242
419,0.6243865
420,0.5936119
421,0.3884924
422,0.56317985
423,0.7398122
424,0.47830805
425,0.44919562
426,0.37705556
427,0.5779797
428,0.689246
429,0.24900624
430,0.5814605
431,0.6595619
432,0.59314144
433,0.71432465
434,0.74845606
435,0.25383317
436,0.43371066
437,0.5436925
438,0.704146
439,0.6419816
440,0.35998803
441,0.39539877
442,0.5613817
443,0.32833973
444,0.49464154
445,0.3212276
446,0.7080294
447,0.29500374
448,0.5472127
449,0.55156446
450,0.10505772
451,0.51066256
452,0.37374747
453,0.27331054
454,0.6517044
455,0.58257383
456,0.4852156
457,0.38288197
458,0.39340147
459,0.7024656
460,0.6832799
461,0.70815396
462,0.57112366
463,0.19837874
464,0.5679917
465,0.73743385
466,0.6468476
467,0.62189525
468,0.7317224
469,0.32339194
470,0.37483642
471,0.5608387
472,0.61822677
473,0.58734417
474,0.75872374
475,0.54068005
476,0.61134577
477,0.7546157
478,0.7581742
479,0.59189814
480,0.4968768
481,0.53609574
482,0.7171857
483,0.29244268
484,0.55880415
485,0.44903457
486,0.6127635
487,0.62936914
488,0.64262223
489,0.68504083
490,0.52485245
491,0.5102692
492,0.30502632
493,0.6595833
494,0.70828795
495,0.47353104
496,0.6092508
497,0.5249573
498,0.2621288
499,0.60691756
500,0.74547344
501,0.62508917
502,0.42788306
503,0.64836615
504,0.65050906
505,0.7054605
506,0.46720105
507,0.3345076
508,0.5688312
509,0.7101541
510,0.59038377
511,0.6580269
512,0.55343777
513,0.5767755
514,0.3177754
515,0.5381574
516,0.7213033
517,0.27683046
518,0.6392677
519,0.6034973
520,0.37347212
521,0.589816
522,0.6851464
523,0.56381506
524,0.6979326
525,0.6878435
526,0.53753847
527,0.40388665
528,0.5459432
529,0.6278758
530,0.36973765
531,0.76980853
532,0.62581944
533,0.58768785
534,0.43400946
535,0.74712634
536,0.6201995
537,0.61643684
538,0.27864358
539,0.77218664
540,0.7393948
541,0.62218344
542,0.63227177
543,0.7168844
544,0.4286379
545,0.7025108
546,0.52786785
547,0.6825457
548,0.7519086
549,0.62052757
550,0.7173261
551,0.7097488
552,0.6121035
553,0.70551574
554,0.28882462
555,0.44985113
556,0.67954874
557,0.72839004
558,0.39547423
559,0.6556944
560,0.53416693
561,0.5919428
562,0.6270724
563,0.6182131
564,0.5293001
565,0.7594122
566,0.31804776
567,0.4186786
568,0.5107821
569,0.52105224
570,0.6615874
571,0.6728717
572,0.29748997
573,0.7278666
574,0.21406256
575,0.70481193
576,0.34719256
577,0.6610622
578,0.51246774
579,0.7181537
580,0.580642
581,0.65983784
582,0.6573193
583,0.35315716
584,0.7431855
585,0.42749125
586,0.59818476
587,0.65860575
588,0.5903805
589,0.60811174
590,0.71299314
591,0.6454121
592,0.72904676
593,0.6176543
594,0.29403254
595,0.3163184
596,0.47833768
597,0.66636956
598,0.71735096
599,0.59248763
600,0.43358046
601,0.6455887
602,0.63051224
603,0.69056135
604,0.66369057
605,0.6258537
606,0.53736657
607,0.5775881
608,0.63280004
609,0.66204953
610,0.715743
611,0.6910819
612,0.5144817
